order_item_id,order_id,product_id,quantity,sales
292,1292,124,1,48771
293,1293,124,4,195084
294,1294,130,2,62694
295,1295,123,5,10620
296,1296,123,2,4248
297,1297,113,2,6482
298,1298,118,3,71034
299,1299,125,3,82446
300,1300,113,4,12964
301,1301,118,3,71034
302,1302,110,3,74088
303,1303,112,5,143330
304,1304,129,4,102280
305,1305,115,1,23949
306,1306,126,4,194688
307,1307,125,3,82446
308,1308,130,2,62694
309,1309,112,3,85998
310,1310,114,1,24397
311,1311,119,2,54264
312,1312,124,2,97542
313,1313,101,3,67077
314,1314,118,5,118390
315,1315,119,4,108528
316,1316,110,2,49392
317,1317,107,3,23493
318,1318,108,4,183144
319,1319,119,2,54264
320,1320,116,5,225995
321,1321,121,3,48042
322,1322,109,4,145020
323,1323,124,4,195084
324,1324,115,2,47898
325,1325,124,3,146313
326,1326,106,2,74518
327,1327,124,5,243855
328,1328,116,2,90398
329,1329,130,5,156735
330,1330,121,1,16014
331,1331,117,1,44208
332,1332,127,1,17985
333,1333,127,1,17985
334,1334,125,1,27482
335,1335,114,2,48794
336,1336,127,2,35970
337,1337,103,2,22178
338,1338,101,2,44718
339,1339,117,4,176832
340,1340,112,1,28666
341,1341,120,5,248085
342,1342,130,4,125388
343,1343,122,4,48412
344,1344,101,1,22359
345,1345,118,5,118390
346,1346,114,1,24397
347,1347,101,5,111795
348,1348,124,3,146313
349,1349,118,3,71034
350,1350,101,5,111795
351,1351,127,4,71940
352,1352,126,2,97344
353,1353,104,1,29456
354,1354,117,2,88416
355,1355,108,2,91572
356,1356,120,5,248085
357,1357,109,3,108765
358,1358,109,4,145020
359,1359,103,3,33267
360,1360,113,4,12964
361,1361,119,2,54264
362,1362,123,2,4248
363,1363,110,1,24696
364,1364,121,1,16014
365,1365,103,4,44356
366,1366,113,4,12964
367,1367,118,4,94712
368,1368,102,1,42253
369,1369,123,2,4248
370,1370,103,4,44356
371,1371,128,4,185832
372,1372,121,3,48042
373,1373,119,1,27132
374,1374,129,5,127850
375,1375,130,1,31347
376,1376,108,2,91572
377,1377,129,5,127850
378,1378,116,3,135597
379,1379,102,1,42253
380,1380,122,3,36309
381,1381,129,5,127850
382,1382,119,1,27132
383,1383,106,3,111777
384,1384,101,2,44718
385,1385,119,2,54264
386,1386,125,4,109928
387,1387,130,1,31347
388,1388,110,2,49392
389,1389,119,2,54264
390,1390,119,4,108528
391,1391,122,5,60515
392,1392,111,4,146840
393,1393,125,2,54964
394,1394,126,1,48672
395,1395,117,3,132624
396,1396,102,1,42253
397,1397,114,2,48794
398,1398,127,1,17985
399,1399,111,5,183550
400,1400,125,5,137410
401,1401,120,4,198468
402,1402,125,3,82446
403,1403,101,3,67077
404,1404,126,4,194688
405,1405,116,2,90398
406,1406,112,5,143330
407,1407,113,4,12964
408,1408,106,5,186295
409,1409,122,4,48412
410,1410,103,5,55445
411,1411,110,2,49392
412,1412,123,1,2124
413,1413,103,3,33267
414,1414,105,4,186984
415,1415,123,2,4248
416,1416,124,4,195084
417,1417,111,3,110130
418,1418,104,1,29456
419,1419,101,3,67077
420,1420,115,3,71847
421,1421,125,3,82446
422,1422,104,2,58912
423,1423,103,2,22178
424,1424,114,4,97588
425,1425,118,5,118390
426,1426,117,4,176832
427,1427,104,1,29456
428,1428,103,3,33267
429,1429,118,1,23678
430,1430,120,5,248085
431,1431,126,3,146016
432,1432,128,4,185832
433,1433,101,3,67077
434,1434,114,4,97588
435,1435,125,1,27482
436,1436,124,5,243855
437,1437,129,2,51140
438,1438,119,5,135660
439,1439,106,4,149036
440,1440,106,2,74518
441,1441,109,3,108765
442,1442,109,4,145020
443,1443,105,1,46746
444,1444,106,4,149036
445,1445,109,4,145020
446,1446,110,4,98784
447,1447,126,1,48672
448,1448,112,3,85998
449,1449,108,4,183144
450,1450,120,5,248085
451,1451,107,4,31324
452,1452,104,2,58912
453,1453,110,1,24696
454,1454,113,3,9723
455,1455,127,5,89925
456,1456,113,3,9723
457,1457,115,3,71847
458,1458,114,5,121985
459,1459,105,3,140238
460,1460,111,5,183550
461,1461,123,2,4248
462,1462,116,3,135597
463,1463,106,4,149036
464,1464,111,3,110130
465,1465,124,4,195084
466,1466,119,2,54264
467,1467,111,4,146840
468,1468,109,4,145020
469,1469,112,1,28666
470,1470,130,5,156735
471,1471,107,5,39155
472,1472,118,2,47356
473,1473,122,5,60515
474,1474,101,4,89436
475,1475,123,2,4248
476,1476,115,3,71847
477,1477,127,1,17985
478,1478,127,4,71940
479,1479,122,4,48412
480,1480,105,3,140238
481,1481,108,3,137358
482,1482,122,2,24206
483,1483,123,4,8496
484,1484,126,4,194688
485,1485,103,4,44356
486,1486,120,4,198468
487,1487,119,4,108528
488,1488,118,5,118390
489,1489,130,4,125388
490,1490,118,1,23678
491,1491,126,3,146016
492,1492,123,5,10620
493,1493,120,1,49617
494,1494,104,2,58912
495,1495,122,3,36309
496,1496,106,5,186295
497,1497,102,5,211265
498,1498,121,4,64056
499,1499,125,3,82446
500,1500,126,4,194688
501,1501,104,1,29456
502,1502,104,3,88368
503,1503,108,5,228930
504,1504,124,5,243855
505,1505,118,5,118390
506,1506,123,5,10620
507,1507,108,4,183144
508,1508,112,4,114664
509,1509,115,5,119745
510,1510,123,5,10620
511,1511,105,3,140238
512,1512,101,4,89436
513,1513,104,3,88368
514,1514,114,1,24397
515,1515,104,2,58912
516,1516,112,3,85998
517,1517,111,4,146840
518,1518,126,2,97344
519,1519,117,4,176832
520,1520,112,4,114664
521,1521,104,4,117824
522,1522,124,4,195084
523,1523,111,1,36710
524,1524,110,1,24696
525,1525,126,1,48672
526,1526,101,3,67077
527,1527,121,1,16014
528,1528,122,2,24206
529,1529,130,2,62694
530,1530,117,2,88416
531,1531,118,2,47356
532,1532,111,5,183550
533,1533,114,4,97588
534,1534,108,4,183144
535,1535,121,2,32028
536,1536,106,4,149036
537,1537,113,1,3241
538,1538,124,5,243855
539,1539,129,2,51140
540,1540,115,5,119745
541,1541,114,4,97588
542,1542,101,2,44718
543,1543,107,3,23493
544,1544,125,1,27482
545,1545,119,1,27132
546,1546,126,5,243360
547,1547,106,3,111777
548,1548,111,2,73420
549,1549,115,1,23949
550,1550,109,4,145020
551,1551,117,3,132624
552,1552,120,4,198468
553,1553,120,4,198468
554,1554,119,1,27132
555,1555,112,3,85998
556,1556,128,4,185832
557,1557,120,2,99234
558,1558,127,3,53955
559,1559,130,5,156735
560,1560,119,1,27132
561,1561,122,2,24206
562,1562,111,1,36710
563,1563,108,3,137358
564,1564,104,2,58912
565,1565,112,2,57332
566,1566,117,4,176832
567,1567,114,5,121985
568,1568,105,5,233730
569,1569,113,4,12964
570,1570,106,4,149036
571,1571,121,5,80070
572,1572,123,2,4248
573,1573,118,2,47356
574,1574,116,3,135597
575,1575,105,2,93492
576,1576,111,4,146840
577,1577,120,1,49617
578,1578,128,3,139374
579,1579,101,4,89436
580,1580,105,2,93492
581,1581,127,4,71940
582,1582,118,5,118390
583,1583,121,4,64056
584,1584,114,4,97588
585,1585,114,4,97588
586,1586,116,2,90398
587,1587,103,5,55445
588,1588,101,2,44718
589,1589,110,1,24696
590,1590,109,2,72510
591,1591,118,3,71034
592,1592,106,4,149036
593,1593,119,4,108528
594,1594,118,5,118390
595,1595,104,5,147280
596,1596,104,3,88368
597,1597,125,5,137410
598,1598,127,3,53955
599,1599,118,1,23678
600,1600,125,4,109928
601,1601,118,2,47356
602,1602,114,1,24397
603,1603,124,2,97542
604,1604,110,1,24696
605,1605,115,3,71847
606,1606,112,1,28666
607,1607,115,1,23949
608,1608,125,2,54964
609,1609,107,5,39155
610,1610,123,3,6372
611,1611,128,5,232290
612,1612,121,4,64056
613,1613,106,5,186295
614,1614,105,2,93492
615,1615,127,2,35970
616,1616,126,1,48672
617,1617,119,3,81396
618,1618,118,3,71034
619,1619,120,5,248085
620,1620,106,3,111777
621,1621,123,3,6372
622,1622,110,5,123480
623,1623,109,5,181275
624,1624,129,1,25570
625,1625,105,4,186984
626,1626,130,1,31347
627,1627,109,2,72510
628,1628,123,2,4248
629,1629,108,2,91572
630,1630,123,3,6372
631,1631,127,2,35970
632,1632,125,4,109928
633,1633,116,2,90398
634,1634,119,3,81396
635,1635,121,4,64056
636,1636,113,4,12964
637,1637,103,1,11089
638,1638,113,5,16205
639,1639,124,3,146313
640,1640,123,3,6372
641,1641,115,4,95796
642,1642,111,5,183550
643,1643,101,1,22359
644,1644,124,4,195084
645,1645,121,3,48042
646,1646,128,1,46458
647,1647,126,5,243360
648,1648,113,2,6482
649,1649,114,2,48794
650,1650,116,3,135597
651,1651,111,3,110130
652,1652,111,5,183550
653,1653,119,2,54264
654,1654,119,4,108528
655,1655,126,3,146016
656,1656,129,1,25570
657,1657,102,1,42253
658,1658,121,4,64056
659,1659,101,1,22359
660,1660,130,2,62694
661,1661,115,4,95796
662,1662,101,4,89436
663,1663,107,2,15662
664,1664,129,3,76710
665,1665,106,3,111777
666,1666,103,3,33267
667,1667,109,1,36255
668,1668,112,2,57332
669,1669,102,4,169012
670,1670,121,3,48042
671,1671,124,2,97542
672,1672,114,1,24397
673,1673,123,1,2124
674,1674,101,2,44718
675,1675,116,1,45199
676,1676,105,5,233730
677,1677,108,5,228930
678,1678,122,4,48412
679,1679,101,1,22359
680,1680,123,3,6372
681,1681,127,1,17985
682,1682,128,4,185832
683,1683,123,2,4248
684,1684,116,1,45199
685,1685,108,4,183144
686,1686,103,1,11089
687,1687,104,3,88368
688,1688,112,3,85998
689,1689,105,4,186984
690,1690,125,2,54964
691,1691,121,2,32028
692,1692,103,5,55445
693,1693,119,1,27132
694,1694,120,2,99234
695,1695,115,3,71847
696,1696,124,2,97542
697,1697,121,2,32028
698,1698,130,4,125388
699,1699,120,4,198468
700,1700,128,2,92916
701,1701,103,1,11089
702,1702,105,1,46746
703,1703,119,4,108528
704,1704,112,4,114664
705,1705,111,2,73420
706,1706,108,3,137358
707,1707,121,1,16014
708,1708,108,5,228930
709,1709,120,5,248085
710,1710,124,5,243855
711,1711,110,1,24696
712,1712,128,3,139374
713,1713,107,5,39155
714,1714,120,5,248085
715,1715,107,4,31324
716,1716,110,1,24696
717,1717,126,2,97344
718,1718,116,4,180796
719,1719,104,2,58912
720,1720,116,5,225995
721,1721,103,5,55445
722,1722,129,1,25570
723,1723,112,3,85998
724,1724,105,4,186984
725,1725,128,5,232290
726,1726,114,3,73191
727,1727,118,2,47356
728,1728,125,4,109928
729,1729,125,1,27482
730,1730,101,5,111795
731,1731,103,1,11089
732,1732,109,2,72510
733,1733,102,1,42253
734,1734,126,4,194688
735,1735,117,3,132624
736,1736,121,5,80070
737,1737,125,4,109928
738,1738,114,4,97588
739,1739,103,5,55445
740,1740,118,5,118390
741,1741,105,3,140238
742,1742,103,3,33267
743,1743,103,5,55445
744,1744,130,2,62694
745,1745,126,2,97344
746,1746,118,3,71034
747,1747,113,5,16205
748,1748,121,1,16014
749,1749,110,4,98784
750,1750,124,2,97542
751,1751,102,2,84506
752,1752,103,4,44356
753,1753,104,4,117824
754,1754,120,5,248085
755,1755,102,3,126759
756,1756,122,2,24206
757,1757,104,1,29456
758,1758,123,2,4248
759,1759,123,1,2124
760,1760,106,4,149036
761,1761,112,5,143330
762,1762,117,3,132624
763,1763,106,3,111777
764,1764,105,3,140238
765,1765,124,1,48771
766,1766,125,1,27482
767,1767,111,4,146840
768,1768,109,5,181275
769,1769,103,3,33267
770,1770,123,5,10620
771,1771,121,1,16014
772,1772,116,4,180796
773,1773,117,3,132624
774,1774,102,4,169012
775,1775,128,5,232290
776,1776,106,3,111777
777,1777,106,3,111777
778,1778,125,1,27482
779,1779,129,5,127850
780,1780,122,1,12103
781,1781,108,5,228930
782,1782,101,1,22359
783,1783,128,1,46458
784,1784,108,1,45786
785,1785,116,3,135597
786,1786,113,2,6482
787,1787,106,1,37259
788,1788,118,4,94712
789,1789,108,3,137358
790,1790,108,4,183144
791,1791,130,3,94041
792,1792,109,1,36255
793,1793,119,3,81396
794,1794,104,5,147280
795,1795,122,1,12103
796,1796,106,2,74518
797,1797,126,5,243360
798,1798,102,4,169012
799,1799,103,4,44356
800,1800,128,3,139374
801,1801,125,3,82446
802,1802,111,1,36710
803,1803,118,4,94712
804,1804,101,3,67077
805,1805,107,3,23493
806,1806,119,3,81396
807,1807,124,5,243855
808,1808,108,4,183144
809,1809,112,5,143330
810,1810,116,2,90398
811,1811,124,5,243855
812,1812,125,2,54964
813,1813,105,1,46746
814,1814,130,4,125388
815,1815,101,2,44718
816,1816,118,3,71034
817,1817,121,1,16014
818,1818,111,1,36710
819,1819,125,4,109928
820,1820,128,3,139374
821,1821,104,2,58912
822,1822,117,2,88416
823,1823,114,4,97588
824,1824,102,2,84506
825,1825,123,3,6372
826,1826,103,1,11089
827,1827,130,2,62694
828,1828,129,5,127850
829,1829,114,3,73191
830,1830,115,1,23949
831,1831,119,1,27132
832,1832,117,2,88416
833,1833,121,4,64056
834,1834,103,5,55445
835,1835,119,1,27132
836,1836,114,2,48794
837,1837,108,3,137358
838,1838,109,3,108765
839,1839,130,4,125388
840,1840,123,3,6372
841,1841,111,4,146840
842,1842,109,2,72510
843,1843,103,2,22178
844,1844,105,5,233730
845,1845,104,2,58912
846,1846,104,2,58912
847,1847,115,4,95796
848,1848,111,4,146840
849,1849,104,5,147280
850,1850,112,2,57332
851,1851,115,3,71847
852,1852,115,3,71847
853,1853,128,1,46458
854,1854,103,2,22178
855,1855,126,3,146016
856,1856,127,5,89925
857,1857,102,2,84506
858,1858,127,3,53955
859,1859,105,1,46746
860,1860,123,2,4248
861,1861,112,4,114664
862,1862,117,1,44208
863,1863,122,3,36309
864,1864,109,2,72510
865,1865,101,4,89436
866,1866,128,4,185832
867,1867,118,5,118390
868,1868,108,1,45786
869,1869,115,1,23949
870,1870,126,2,97344
871,1871,104,1,29456
872,1872,102,2,84506
873,1873,105,2,93492
874,1874,127,4,71940
875,1875,112,1,28666
876,1876,119,5,135660
877,1877,109,1,36255
878,1878,101,1,22359
879,1879,107,4,31324
880,1880,126,2,97344
881,1881,103,3,33267
882,1882,104,1,29456
883,1883,115,1,23949
884,1884,106,5,186295
885,1885,114,4,97588
886,1886,116,1,45199
887,1887,113,4,12964
888,1888,106,3,111777
889,1889,107,2,15662
890,1890,109,3,108765
891,1891,115,2,47898
892,1892,102,5,211265
893,1893,120,5,248085
894,1894,108,3,137358
895,1895,116,4,180796
896,1896,129,5,127850
897,1897,116,1,45199
898,1898,103,3,33267
899,1899,113,2,6482
900,1900,114,2,48794
901,1901,121,5,80070
902,1902,108,5,228930
903,1903,126,1,48672
904,1904,113,3,9723
905,1905,116,5,225995
906,1906,126,4,194688
907,1907,112,5,143330
908,1908,117,3,132624
909,1909,113,3,9723
910,1910,106,1,37259
911,1911,111,5,183550
912,1912,108,1,45786
913,1913,129,3,76710
914,1914,102,4,169012
915,1915,117,3,132624
916,1916,125,5,137410
917,1917,108,2,91572
918,1918,104,2,58912
919,1919,122,2,24206
920,1920,109,5,181275
921,1921,127,1,17985
922,1922,125,2,54964
923,1923,119,4,108528
924,1924,112,2,57332
925,1925,106,2,74518
926,1926,119,3,81396
927,1927,126,3,146016
928,1928,130,5,156735
929,1929,101,3,67077
930,1930,119,5,135660
931,1931,105,5,233730
932,1932,107,4,31324
933,1933,118,3,71034
934,1934,106,4,149036
935,1935,102,1,42253
936,1936,102,2,84506
937,1937,120,2,99234
938,1938,101,5,111795
939,1939,116,1,45199
940,1940,111,5,183550
941,1941,107,2,15662
942,1942,111,2,73420
943,1943,130,3,94041
944,1944,102,1,42253
945,1945,105,5,233730
946,1946,123,2,4248
947,1947,125,1,27482
948,1948,128,5,232290
949,1949,128,3,139374
950,1950,103,3,33267
951,1951,123,4,8496
952,1952,119,1,27132
953,1953,111,3,110130
954,1954,111,2,73420
955,1955,106,4,149036
956,1956,126,4,194688
957,1957,121,3,48042
958,1958,106,5,186295
959,1959,123,5,10620
960,1960,126,3,146016
961,1961,108,5,228930
962,1962,127,2,35970
963,1963,113,3,9723
964,1964,124,3,146313
965,1965,105,2,93492
966,1966,124,1,48771
967,1967,123,5,10620
968,1968,113,5,16205
969,1969,102,2,84506
970,1970,120,3,148851
971,1971,130,5,156735
972,1972,108,5,228930
973,1973,104,4,117824
974,1974,105,3,140238
975,1975,124,1,48771
976,1976,108,3,137358
977,1977,111,2,73420
978,1978,121,1,16014
979,1979,127,3,53955
980,1980,115,1,23949
981,1981,109,2,72510
982,1982,108,1,45786
983,1983,112,3,85998
984,1984,126,1,48672
985,1985,124,1,48771
986,1986,102,4,169012
987,1987,115,4,95796
988,1988,106,4,149036
989,1989,116,4,180796
990,1990,112,5,143330
991,1991,113,1,3241
992,1992,127,4,71940
993,1993,126,5,243360
994,1994,121,2,32028
995,1995,106,4,149036
996,1996,103,1,11089
997,1997,110,1,24696
998,1998,111,3,110130
999,1999,104,1,29456
1000,2000,111,2,73420
