order_id,customer_id,order_date
1237,113,2024-06-23
1238,48,2024-01-27
1239,65,2024-09-01
1240,30,2024-02-03
1241,103,2024-09-08
1242,19,2024-10-22
1243,162,2024-12-17
1244,14,2024-03-18
1245,39,2024-10-15
1246,78,2024-02-13
1247,64,2024-03-01
1248,143,2024-08-01
1249,156,2024-11-01
1250,159,2024-04-25
1251,199,2024-09-24
1252,98,2024-08-18
1253,114,2024-06-01
1254,151,2024-08-07
1255,79,2024-10-18
1256,159,2024-01-31
1257,157,2024-02-20
1258,196,2024-04-16
1259,161,2024-04-18
1260,68,2024-12-04
1261,21,2024-03-21
1262,62,2024-03-29
1263,142,2024-02-08
1264,41,2024-01-02
1265,105,2024-08-18
1266,177,2024-10-31
1267,121,2024-05-29
1268,9,2024-04-28
1269,74,2024-12-27
1270,73,2024-12-25
1271,117,2024-02-06
1272,176,2024-04-29
1273,68,2024-11-16
1274,151,2024-12-04
1275,51,2024-08-05
1276,30,2024-10-05
1277,58,2024-11-27
1278,39,2024-05-16
1279,37,2024-02-06
1280,16,2024-03-25
1281,79,2024-10-31
1282,192,2024-10-18
1283,74,2024-08-12
1284,32,2024-08-27
1285,177,2024-06-04
1286,180,2024-07-25
1287,70,2024-09-13
1288,139,2024-09-09
1289,113,2024-02-11
1290,154,2024-01-21
1291,111,2024-06-14
1292,155,2024-05-08
1293,7,2024-02-16
1294,59,2024-12-11
1295,148,2024-10-27
1296,6,2024-12-10
1297,69,2024-10-22
1298,11,2024-03-30
1299,121,2024-09-22
1300,167,2024-08-14
1301,72,2024-04-02
1302,150,2024-08-11
1303,163,2024-09-08
1304,24,2024-08-28
1305,90,2024-07-28
1306,86,2024-06-13
1307,172,2024-02-23
1308,42,2024-06-17
1309,106,2024-12-21
1310,127,2024-05-27
1311,170,2024-07-24
1312,195,2024-10-08
1313,10,2024-08-20
1314,23,2024-06-10
1315,65,2024-06-14
1316,30,2024-07-25
1317,132,2024-01-01
1318,169,2024-10-04
1319,119,2024-07-30
1320,14,2024-04-06
1321,133,2024-07-04
1322,160,2024-09-12
1323,161,2024-08-14
1324,195,2024-01-27
1325,53,2024-05-16
1326,141,2024-03-08
1327,74,2024-08-12
1328,179,2024-09-05
1329,32,2024-01-15
1330,162,2024-11-07
1331,62,2024-12-29
1332,41,2024-06-08
1333,142,2024-01-08
1334,142,2024-07-27
1335,24,2024-04-25
1336,30,2024-08-24
1337,31,2024-11-27
1338,40,2024-09-12
1339,184,2024-05-29
1340,131,2024-12-27
1341,70,2024-07-31
1342,124,2024-08-29
1343,63,2024-08-21
1344,142,2024-03-15
1345,99,2024-04-07
1346,154,2024-09-17
1347,192,2024-03-10
1348,18,2024-05-21
1349,198,2024-07-31
1350,88,2024-09-16
1351,69,2024-01-02
1352,73,2024-06-01
1353,151,2024-10-23
1354,169,2024-09-07
1355,39,2024-08-16
1356,138,2024-09-04
1357,89,2024-06-19
1358,142,2024-10-05
1359,97,2024-08-21
1360,83,2024-04-06
1361,179,2024-05-02
1362,147,2024-07-15
1363,60,2024-07-29
1364,12,2024-06-11
1365,191,2024-08-30
1366,181,2024-07-14
1367,99,2024-12-05
1368,167,2024-03-18
1369,127,2024-01-19
1370,33,2024-09-14
1371,152,2024-06-18
1372,26,2024-08-13
1373,26,2024-09-26
1374,117,2024-01-08
1375,185,2024-03-14
1376,105,2024-12-01
1377,40,2024-02-08
1378,121,2024-05-15
1379,87,2024-11-15
1380,178,2024-07-22
1381,167,2024-02-11
1382,85,2024-12-11
1383,137,2024-07-13
1384,82,2024-11-16
1385,184,2024-09-06
1386,139,2024-01-19
1387,159,2024-02-05
1388,61,2024-11-19
1389,176,2024-05-27
1390,59,2024-02-16
1391,112,2024-02-20
1392,195,2024-11-20
1393,181,2024-02-21
1394,114,2024-03-26
1395,178,2024-06-02
1396,8,2024-01-24
1397,84,2024-01-29
1398,76,2024-07-02
1399,96,2024-08-08
1400,38,2024-05-05
1401,136,2024-07-29
1402,145,2024-12-15
1403,47,2024-03-28
1404,45,2024-02-10
1405,157,2024-07-14
1406,159,2024-12-15
1407,62,2024-09-11
1408,150,2024-03-14
1409,60,2024-08-24
1410,164,2024-05-10
1411,118,2024-05-10
1412,171,2024-01-05
1413,120,2024-05-27
1414,174,2024-10-06
1415,41,2024-02-07
1416,114,2024-06-25
1417,151,2024-06-02
1418,164,2024-08-05
1419,177,2024-05-08
1420,117,2024-06-03
1421,51,2024-07-15
1422,124,2024-02-24
1423,61,2024-07-14
1424,147,2024-07-02
1425,148,2024-05-31
1426,180,2024-05-31
1427,6,2024-12-03
1428,102,2024-05-20
1429,3,2024-10-16
1430,176,2024-01-26
1431,156,2024-09-11
1432,74,2024-04-27
1433,156,2024-06-29
1434,57,2024-11-21
1435,49,2024-11-13
1436,65,2024-12-13
1437,194,2024-12-03
1438,175,2024-03-11
1439,161,2024-02-19
1440,161,2024-11-26
1441,11,2024-06-07
1442,113,2024-01-18
1443,149,2024-07-05
1444,188,2024-03-08
1445,24,2024-05-31
1446,84,2024-07-31
1447,45,2024-04-12
1448,34,2024-10-03
1449,94,2024-09-28
1450,129,2024-05-19
1451,43,2024-05-11
1452,124,2024-05-31
1453,192,2024-06-22
1454,30,2024-08-27
1455,20,2024-03-13
1456,194,2024-04-25
1457,174,2024-12-11
1458,102,2024-10-12
1459,94,2024-02-16
1460,102,2024-01-08
1461,68,2024-10-01
1462,32,2024-08-20
1463,95,2024-12-10
1464,192,2024-12-10
1465,68,2024-10-26
1466,98,2024-11-22
1467,96,2024-02-25
1468,173,2024-04-29
1469,121,2024-01-13
1470,159,2024-10-14
1471,84,2024-11-08
1472,57,2024-11-27
1473,17,2024-11-21
1474,119,2024-12-24
1475,78,2024-11-28
1476,105,2024-02-29
1477,36,2024-01-24
1478,10,2024-06-04
1479,127,2024-02-29
1480,25,2024-04-30
1481,138,2024-03-10
1482,100,2024-08-20
1483,95,2024-12-09
1484,191,2024-12-22
1485,139,2024-08-02
1486,151,2024-03-20
1487,107,2024-12-01
1488,26,2024-09-07
1489,158,2024-07-27
1490,72,2024-01-17
1491,177,2024-07-08
1492,56,2024-08-15
1493,114,2024-04-30
1494,93,2024-02-20
1495,176,2024-07-07
1496,140,2024-11-26
1497,92,2024-02-01
1498,102,2024-05-21
1499,49,2024-03-03
1500,117,2024-02-16
1501,170,2024-04-18
1502,165,2024-11-23
1503,153,2024-01-11
1504,13,2024-06-19
1505,63,2024-03-05
1506,145,2024-04-15
1507,18,2024-10-10
1508,54,2024-10-27
1509,56,2024-04-29
1510,85,2024-03-16
1511,153,2024-01-02
1512,71,2024-03-15
1513,34,2024-10-03
1514,65,2024-03-30
1515,29,2024-12-04
1516,7,2024-03-08
1517,4,2024-07-02
1518,61,2024-10-28
1519,83,2024-01-09
1520,45,2024-05-15
1521,14,2024-03-05
1522,190,2024-08-03
1523,135,2024-02-28
1524,191,2024-02-02
1525,122,2024-08-17
1526,200,2024-07-04
1527,132,2024-10-30
1528,28,2024-08-19
1529,129,2024-04-23
1530,158,2024-01-23
1531,187,2024-12-03
1532,134,2024-06-03
1533,118,2024-11-25
1534,8,2024-02-01
1535,123,2024-07-24
1536,110,2024-12-17
1537,28,2024-09-08
1538,183,2024-08-15
1539,19,2024-02-11
1540,83,2024-11-07
1541,38,2024-02-03
1542,33,2024-05-20
1543,160,2024-11-20
1544,150,2024-10-07
1545,183,2024-06-15
1546,98,2024-11-01
1547,136,2024-05-30
1548,117,2024-09-15
1549,155,2024-08-08
1550,26,2024-12-25
1551,30,2024-12-01
1552,167,2024-10-09
1553,185,2024-04-20
1554,111,2024-08-19
1555,59,2024-07-30
1556,87,2024-08-20
1557,103,2024-07-31
1558,187,2024-02-18
1559,81,2024-08-06
1560,81,2024-12-06
1561,66,2024-07-10
1562,40,2024-12-17
1563,122,2024-02-04
1564,24,2024-02-13
1565,24,2024-08-09
1566,25,2024-07-09
1567,34,2024-10-11
1568,16,2024-10-27
1569,144,2024-10-14
1570,85,2024-12-09
1571,32,2024-07-29
1572,91,2024-12-06
1573,193,2024-08-04
1574,185,2024-01-27
1575,74,2024-11-03
1576,80,2024-06-29
1577,27,2024-10-22
1578,130,2024-04-18
1579,40,2024-12-02
1580,124,2024-04-24
1581,28,2024-06-28
1582,143,2024-07-07
1583,30,2024-05-22
1584,147,2024-04-25
1585,110,2024-10-14
1586,197,2024-11-14
1587,158,2024-12-11
1588,165,2024-10-12
1589,7,2024-11-07
1590,169,2024-12-21
1591,69,2024-01-15
1592,47,2024-05-19
1593,180,2024-06-07
1594,87,2024-06-28
1595,2,2024-04-02
1596,37,2024-10-16
1597,169,2024-07-24
1598,18,2024-03-13
1599,190,2024-11-20
1600,8,2024-02-16
1601,192,2024-09-28
1602,56,2024-07-11
1603,108,2024-08-20
1604,88,2024-03-21
1605,95,2024-06-08
1606,185,2024-06-15
1607,199,2024-10-17
1608,153,2024-02-13
1609,14,2024-03-20
1610,41,2024-11-12
1611,13,2024-12-11
1612,21,2024-05-19
1613,114,2024-12-04
1614,109,2024-09-05
1615,156,2024-08-14
1616,107,2024-05-19
1617,56,2024-09-19
1618,30,2024-06-25
1619,111,2024-02-26
1620,73,2024-12-13
1621,174,2024-10-30
1622,125,2024-09-26
1623,171,2024-06-06
1624,12,2024-04-22
1625,102,2024-11-02
1626,15,2024-01-04
1627,53,2024-06-03
1628,55,2024-03-11
1629,196,2024-05-10
1630,75,2024-06-16
1631,31,2024-01-04
1632,128,2024-08-08
1633,45,2024-03-07
1634,98,2024-09-29
1635,181,2024-04-27
1636,129,2024-10-13
1637,172,2024-06-30
1638,19,2024-07-22
1639,190,2024-01-22
1640,112,2024-01-10
1641,118,2024-02-09
1642,81,2024-10-21
1643,110,2024-10-20
1644,104,2024-12-29
1645,164,2024-08-01
1646,75,2024-02-28
1647,104,2024-01-11
1648,84,2024-03-28
1649,159,2024-08-23
1650,177,2024-07-04
1651,23,2024-08-11
1652,28,2024-05-04
1653,112,2024-10-28
1654,103,2024-09-25
1655,21,2024-07-21
1656,80,2024-06-22
1657,57,2024-06-19
1658,200,2024-03-27
1659,20,2024-09-18
1660,163,2024-02-28
1661,136,2024-09-18
1662,50,2024-06-27
1663,90,2024-11-26
1664,38,2024-04-30
1665,27,2024-03-15
1666,66,2024-04-11
1667,45,2024-11-04
1668,40,2024-12-01
1669,20,2024-03-31
1670,198,2024-11-17
1671,127,2024-08-25
1672,194,2024-10-15
1673,195,2024-10-23
1674,115,2024-12-14
1675,145,2024-11-25
1676,163,2024-11-15
1677,83,2024-11-17
1678,81,2024-03-18
1679,113,2024-02-04
1680,121,2024-08-14
1681,162,2024-06-04
1682,71,2024-10-29
1683,15,2024-06-29
1684,130,2024-02-07
1685,80,2024-08-24
1686,116,2024-01-20
1687,15,2024-07-07
1688,74,2024-02-09
1689,166,2024-02-16
1690,158,2024-10-31
1691,130,2024-07-15
1692,119,2024-10-24
1693,142,2024-01-22
1694,116,2024-10-19
1695,167,2024-04-06
1696,83,2024-11-05
1697,122,2024-09-13
1698,39,2024-02-01
1699,116,2024-02-22
1700,88,2024-12-31
1701,22,2024-09-15
1702,166,2024-03-29
1703,11,2024-05-06
1704,182,2024-08-12
1705,113,2024-09-25
1706,134,2024-11-08
1707,41,2024-07-05
1708,96,2024-05-24
1709,100,2024-07-28
1710,199,2024-06-22
1711,174,2024-11-02
1712,14,2024-11-19
1713,166,2024-06-20
1714,17,2024-06-17
1715,25,2024-10-12
1716,174,2024-07-16
1717,73,2024-05-09
1718,186,2024-12-02
1719,155,2024-03-17
1720,86,2024-02-11
1721,150,2024-12-05
1722,37,2024-06-28
1723,80,2024-12-01
1724,179,2024-12-05
1725,101,2024-03-07
1726,153,2024-12-28
1727,22,2024-06-07
1728,144,2024-07-11
1729,165,2024-06-17
1730,33,2024-12-09
1731,180,2024-12-16
1732,135,2024-02-17
1733,166,2024-12-09
1734,109,2024-09-17
1735,93,2024-01-10
1736,93,2024-06-07
1737,47,2024-04-19
1738,88,2024-09-05
1739,50,2024-04-25
1740,36,2024-03-20
1741,20,2024-05-31
1742,26,2024-09-16
1743,198,2024-10-03
1744,190,2024-09-26
1745,10,2024-12-04
1746,87,2024-11-12
1747,34,2024-11-01
1748,97,2024-03-19
1749,42,2024-04-02
1750,178,2024-11-15
1751,43,2024-08-12
1752,12,2024-07-29
1753,94,2024-12-12
1754,185,2024-05-01
1755,114,2024-11-08
1756,73,2024-08-17
1757,60,2024-09-30
1758,62,2024-06-07
1759,121,2024-04-09
1760,95,2024-12-13
1761,147,2024-08-13
1762,119,2024-05-24
1763,200,2024-07-14
1764,129,2024-09-27
1765,108,2024-03-23
1766,52,2024-11-05
1767,36,2024-05-08
1768,14,2024-11-24
1769,124,2024-07-09
1770,142,2024-02-22
1771,183,2024-09-21
1772,32,2024-05-25
1773,22,2024-03-23
1774,70,2024-08-18
1775,132,2024-03-16
1776,112,2024-02-16
1777,57,2024-08-18
1778,90,2024-01-14
1779,107,2024-01-28
1780,102,2024-09-14
1781,96,2024-04-30
1782,99,2024-02-11
1783,96,2024-04-24
1784,8,2024-06-12
1785,26,2024-12-31
1786,167,2024-06-20
1787,38,2024-03-11
1788,10,2024-05-26
1789,121,2024-12-22
1790,36,2024-12-27
1791,121,2024-08-17
1792,158,2024-01-03
1793,21,2024-01-10
1794,66,2024-04-20
1795,39,2024-10-07
1796,187,2024-11-07
1797,136,2024-08-04
1798,29,2024-05-27
1799,61,2024-06-03
1800,32,2024-01-25
1801,62,2024-08-02
1802,164,2024-11-14
1803,118,2024-02-02
1804,29,2024-09-12
1805,153,2024-10-01
1806,5,2024-11-19
1807,132,2024-10-21
1808,62,2024-03-14
1809,75,2024-08-07
1810,1,2024-11-10
1811,91,2024-05-03
1812,147,2024-08-01
1813,48,2024-12-06
1814,172,2024-02-13
1815,135,2024-07-03
1816,18,2024-09-26
1817,140,2024-09-16
1818,130,2024-10-10
1819,6,2024-07-18
1820,121,2024-01-23
1821,163,2024-07-17
1822,96,2024-05-09
1823,192,2024-01-09
1824,92,2024-02-04
1825,89,2024-05-03
1826,188,2024-12-02
1827,161,2024-02-23
1828,198,2024-10-24
1829,189,2024-06-19
1830,35,2024-01-23
1831,91,2024-10-06
1832,87,2024-11-25
1833,45,2024-12-16
1834,119,2024-12-22
1835,123,2024-11-19
1836,47,2024-03-10
1837,17,2024-08-22
1838,10,2024-05-30
1839,52,2024-01-23
1840,52,2024-01-22
1841,81,2024-06-07
1842,132,2024-07-22
1843,140,2024-08-30
1844,65,2024-01-19
1845,193,2024-11-27
1846,49,2024-05-26
1847,92,2024-01-25
1848,168,2024-06-18
1849,70,2024-03-04
1850,95,2024-08-11
1851,103,2024-08-13
1852,99,2024-06-22
1853,48,2024-09-11
1854,178,2024-09-11
1855,95,2024-09-22
1856,69,2024-02-12
1857,187,2024-08-05
1858,21,2024-08-08
1859,155,2024-04-02
1860,140,2024-05-30
1861,83,2024-02-22
1862,21,2024-06-16
1863,170,2024-05-31
1864,79,2024-08-16
1865,155,2024-08-06
1866,43,2024-12-19
1867,114,2024-06-28
1868,115,2024-01-22
1869,187,2024-06-29
1870,158,2024-08-10
1871,71,2024-11-23
1872,15,2024-02-08
1873,172,2024-11-22
1874,104,2024-07-05
1875,132,2024-12-13
1876,41,2024-01-16
1877,37,2024-11-07
1878,174,2024-08-12
1879,9,2024-03-05
1880,18,2024-04-30
1881,200,2024-11-26
1882,94,2024-07-04
1883,99,2024-10-17
1884,9,2024-11-05
1885,40,2024-12-13
1886,116,2024-07-08
1887,96,2024-08-15
1888,196,2024-02-09
1889,147,2024-03-11
1890,136,2024-07-06
1891,102,2024-06-09
1892,167,2024-05-22
1893,64,2024-02-28
1894,7,2024-04-05
1895,128,2024-09-22
1896,100,2024-10-14
1897,31,2024-05-14
1898,199,2024-05-13
1899,181,2024-08-16
1900,55,2024-11-09
1901,74,2024-12-21
1902,126,2024-04-12
1903,32,2024-03-10
1904,19,2024-08-19
1905,45,2024-12-31
1906,114,2024-02-14
1907,175,2024-06-12
1908,171,2024-06-26
1909,182,2024-02-03
1910,141,2024-10-04
1911,75,2024-06-02
1912,41,2024-12-30
1913,182,2024-12-24
1914,164,2024-03-30
1915,93,2024-09-17
1916,58,2024-03-03
1917,52,2024-03-12
1918,61,2024-09-09
1919,7,2024-07-03
1920,142,2024-10-20
1921,95,2024-08-27
1922,142,2024-03-07
1923,157,2024-02-14
1924,17,2024-06-07
1925,102,2024-09-02
1926,135,2024-07-29
1927,197,2024-07-28
1928,148,2024-02-07
1929,33,2024-06-11
1930,165,2024-02-07
1931,116,2024-08-26
1932,175,2024-09-21
1933,89,2024-03-06
1934,200,2024-10-09
1935,164,2024-10-27
1936,47,2024-03-07
1937,111,2024-09-14
1938,15,2024-03-04
1939,133,2024-03-19
1940,78,2024-03-25
1941,42,2024-06-14
1942,182,2024-04-25
1943,89,2024-09-22
1944,73,2024-02-10
1945,65,2024-04-10
1946,163,2024-10-09
1947,71,2024-03-05
1948,161,2024-06-04
1949,158,2024-09-30
1950,24,2024-09-14
1951,165,2024-03-27
1952,152,2024-10-24
1953,40,2024-03-28
1954,169,2024-11-15
1955,185,2024-11-05
1956,87,2024-10-15
1957,11,2024-01-15
1958,21,2024-01-24
1959,165,2024-10-22
1960,68,2024-11-29
1961,54,2024-10-19
1962,107,2024-11-12
1963,164,2024-01-16
1964,128,2024-11-17
1965,140,2024-05-28
1966,165,2024-06-03
1967,124,2024-05-05
1968,176,2024-07-26
1969,77,2024-08-20
1970,19,2024-12-18
1971,16,2024-03-21
1972,113,2024-07-31
1973,124,2024-08-25
1974,53,2024-06-23
1975,156,2024-03-14
1976,81,2024-06-12
1977,188,2024-06-25
1978,103,2024-03-07
1979,195,2024-07-08
1980,132,2024-10-14
1981,28,2024-06-12
1982,62,2024-08-26
1983,32,2024-05-16
1984,116,2024-05-06
1985,37,2024-02-19
1986,13,2024-05-28
1987,99,2024-11-11
1988,108,2024-05-07
1989,41,2024-06-16
1990,148,2024-06-09
1991,49,2024-03-22
1992,128,2024-09-20
1993,120,2024-09-12
1994,79,2024-09-11
1995,6,2024-02-16
1996,101,2024-09-15
1997,118,2024-05-03
1998,56,2024-10-25
1999,91,2024-01-25
2000,13,2024-05-24
